016-01-04 09:00:00 - INFO  - Rebalance at 2016-01-04
2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759255 security=600763.XSHG mode=OrderAmount: _amount=3200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 48.97, amount:3200, commission: 47.01

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759255 security=600763.XSHG mode=OrderAmount: _amount=3200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759256 security=300164.XSHE mode=OrderAmount: _amount=20900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759256 security=300164.XSHE mode=OrderAmount: _amount=20900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 10.73, amount:20900, commission: 67.28

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759256 security=300164.XSHE mode=OrderAmount: _amount=20900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759257 security=002221.XSHE mode=OrderAmount: _amount=7600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759257 security=002221.XSHE mode=OrderAmount: _amount=7600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 23.33, amount:7600, commission: 53.19

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759257 security=002221.XSHE mode=OrderAmount: _amount=7600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759258 security=601919.XSHG mode=OrderAmount: _amount=7400 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759258 security=601919.XSHG mode=OrderAmount: _amount=7400 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 9.06, amount:7400, commission: 20.11

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759258 security=601919.XSHG mode=OrderAmount: _amount=7400 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759259 security=000672.XSHE mode=OrderAmount: _amount=20000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759259 security=000672.XSHE mode=OrderAmount: _amount=20000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 8.54, amount:20000, commission: 51.24

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759259 security=000672.XSHE mode=OrderAmount: _amount=20000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759260 security=300123.XSHE mode=OrderAmount: _amount=11100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759260 security=300123.XSHE mode=OrderAmount: _amount=11100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 16.1, amount:11100, commission: 53.61

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759260 security=300123.XSHE mode=OrderAmount: _amount=11100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759261 security=600398.XSHG mode=OrderAmount: _amount=17000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759261 security=600398.XSHG mode=OrderAmount: _amount=17000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 13.99, amount:17000, commission: 71.35

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759261 security=600398.XSHG mode=OrderAmount: _amount=17000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759262 security=600167.XSHG mode=OrderAmount: _amount=6900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759262 security=600167.XSHG mode=OrderAmount: _amount=6900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 20.13, amount:6900, commission: 41.67

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759262 security=600167.XSHG mode=OrderAmount: _amount=6900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759263 security=300194.XSHE mode=OrderAmount: _amount=5600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - WARNING - 已经涨停, 市价买单取消: MarginOrder(entrust_id=1539759263 security=300194.XSHE mode=OrderAmount: _amount=5600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单取消完成：MarginOrder(entrust_id=1539759263 security=300194.XSHE mode=OrderAmount: _amount=5600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759263 security=300194.XSHE mode=OrderAmount: _amount=5600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759264 security=600882.XSHG mode=OrderAmount: _amount=14100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759264 security=600882.XSHG mode=OrderAmount: _amount=14100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 11.32, amount:14100, commission: 47.88

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759264 security=600882.XSHG mode=OrderAmount: _amount=14100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759265 security=002577.XSHE mode=OrderAmount: _amount=2500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759265 security=002577.XSHE mode=OrderAmount: _amount=2500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 57.22, amount:2500, commission: 42.92

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759265 security=002577.XSHE mode=OrderAmount: _amount=2500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759266 security=002203.XSHE mode=OrderAmount: _amount=11300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759266 security=002203.XSHE mode=OrderAmount: _amount=11300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 11.01, amount:11300, commission: 37.32

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759266 security=002203.XSHE mode=OrderAmount: _amount=11300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759267 security=600583.XSHG mode=OrderAmount: _amount=29800 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759267 security=600583.XSHG mode=OrderAmount: _amount=29800 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 9.01, amount:29800, commission: 80.55

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759267 security=600583.XSHG mode=OrderAmount: _amount=29800 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759268 security=002289.XSHE mode=OrderAmount: _amount=3200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759268 security=002289.XSHE mode=OrderAmount: _amount=3200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 34.39, amount:3200, commission: 33.01

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759268 security=002289.XSHE mode=OrderAmount: _amount=3200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759269 security=600011.XSHG mode=OrderAmount: _amount=29000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759269 security=600011.XSHG mode=OrderAmount: _amount=29000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 8.73, amount:29000, commission: 75.95

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759269 security=600011.XSHG mode=OrderAmount: _amount=29000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759270 security=601866.XSHG mode=OrderAmount: _amount=7100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759270 security=601866.XSHG mode=OrderAmount: _amount=7100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 7.08, amount:7100, commission: 15.08

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759270 security=601866.XSHG mode=OrderAmount: _amount=7100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759271 security=300278.XSHE mode=OrderAmount: _amount=4900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759271 security=300278.XSHE mode=OrderAmount: _amount=4900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 22.46, amount:4900, commission: 33.02

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759271 security=300278.XSHE mode=OrderAmount: _amount=4900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759272 security=000850.XSHE mode=OrderAmount: _amount=16300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759272 security=000850.XSHE mode=OrderAmount: _amount=16300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 8.72, amount:16300, commission: 42.64

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759272 security=000850.XSHE mode=OrderAmount: _amount=16300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759273 security=601118.XSHG mode=OrderAmount: _amount=16500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759273 security=601118.XSHG mode=OrderAmount: _amount=16500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 7.52, amount:16500, commission: 37.22

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759273 security=601118.XSHG mode=OrderAmount: _amount=16500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759274 security=600900.XSHG mode=OrderAmount: _amount=15900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759274 security=600900.XSHG mode=OrderAmount: _amount=15900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 13.55, amount:15900, commission: 64.63

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759274 security=600900.XSHG mode=OrderAmount: _amount=15900 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759275 security=002307.XSHE mode=OrderAmount: _amount=13300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759275 security=002307.XSHE mode=OrderAmount: _amount=13300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 11.44, amount:13300, commission: 45.65

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759275 security=002307.XSHE mode=OrderAmount: _amount=13300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759276 security=000425.XSHE mode=OrderAmount: _amount=42800 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759276 security=000425.XSHE mode=OrderAmount: _amount=42800 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 4.27, amount:42800, commission: 54.83

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759276 security=000425.XSHE mode=OrderAmount: _amount=42800 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759277 security=601857.XSHG mode=OrderAmount: _amount=30300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759277 security=601857.XSHG mode=OrderAmount: _amount=30300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 8.35, amount:30300, commission: 75.9

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759277 security=601857.XSHG mode=OrderAmount: _amount=30300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759278 security=601898.XSHG mode=OrderAmount: _amount=20000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759278 security=601898.XSHG mode=OrderAmount: _amount=20000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 6.07, amount:20000, commission: 36.42

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759278 security=601898.XSHG mode=OrderAmount: _amount=20000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759279 security=000529.XSHE mode=OrderAmount: _amount=3700 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759279 security=000529.XSHE mode=OrderAmount: _amount=3700 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 12.09, amount:3700, commission: 13.42

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759279 security=000529.XSHE mode=OrderAmount: _amount=3700 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759280 security=002671.XSHE mode=OrderAmount: _amount=3300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759280 security=002671.XSHE mode=OrderAmount: _amount=3300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 17.5, amount:3300, commission: 17.33

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759280 security=002671.XSHE mode=OrderAmount: _amount=3300 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759281 security=600189.XSHG mode=OrderAmount: _amount=3100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759281 security=600189.XSHG mode=OrderAmount: _amount=3100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 12.85, amount:3100, commission: 11.95

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759281 security=600189.XSHG mode=OrderAmount: _amount=3100 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759282 security=600277.XSHG mode=OrderAmount: _amount=12000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759282 security=600277.XSHG mode=OrderAmount: _amount=12000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 9.08, amount:12000, commission: 32.69

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759282 security=600277.XSHG mode=OrderAmount: _amount=12000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759283 security=600559.XSHG mode=OrderAmount: _amount=1500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759283 security=600559.XSHG mode=OrderAmount: _amount=1500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 59.87, amount:1500, commission: 26.94

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759283 security=600559.XSHG mode=OrderAmount: _amount=1500 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759284 security=000782.XSHE mode=OrderAmount: _amount=4600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759284 security=000782.XSHE mode=OrderAmount: _amount=4600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 15.1, amount:4600, commission: 20.84

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759284 security=000782.XSHE mode=OrderAmount: _amount=4600 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759285 security=300226.XSHE mode=OrderAmount: _amount=1000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759285 security=300226.XSHE mode=OrderAmount: _amount=1000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 50.74, amount:1000, commission: 15.22

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759285 security=300226.XSHE mode=OrderAmount: _amount=1000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759286 security=600010.XSHG mode=OrderAmount: _amount=30000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759286 security=600010.XSHG mode=OrderAmount: _amount=30000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 3.62, amount:30000, commission: 32.58

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759286 security=600010.XSHG mode=OrderAmount: _amount=30000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759287 security=300087.XSHE mode=OrderAmount: _amount=6200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759287 security=300087.XSHE mode=OrderAmount: _amount=6200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 11.53, amount:6200, commission: 21.45

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759287 security=300087.XSHE mode=OrderAmount: _amount=6200 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - 订单已提交: MarginOrder(entrust_id=1539759288 security=603117.XSHG mode=OrderAmount: _amount=3000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

2016-01-04 09:30:00 - INFO  - order MarginOrder(entrust_id=1539759288 security=603117.XSHG mode=OrderAmount: _amount=3000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=) trade price: 25.71, amount:3000, commission: 23.14

2016-01-04 09:30:00 - INFO  - 订单已委托: MarginOrder(entrust_id=1539759288 security=603117.XSHG mode=OrderAmount: _amount=3000 style=MarketOrderStyle side=long margin=True entrust_time=2016-01-04 09:30:00 error=)

